1.8838274553526034e-07,3.811584003037723e-07,5.82770433249139e-07,7.978204097055729e-07,1.0310927012022595e-06,1.28767339722907e-06,1.5729765823604405e-06,1.8928135492696032e-06,2.2534508594563147e-06,2.6616428478921944e-06,3.1246828137355805e-06,3.650418250410964e-06,4.2473129850894145e-06,4.924328409387475e-06,5.6909720433832084e-06,6.557169237795894e-06,7.533191038153273e-06,8.629511668271375e-06,9.856631710931156e-06,1.1224840861076409e-05,1.2743939078600466e-05,1.4422943973402731e-05,1.626972627590088e-05,1.829065183247406e-05,2.0490125826276802e-05,2.2870316161809226e-05,2.543063606186875e-05,2.8167503937308112e-05,3.1073967964016116e-05,3.413956432446812e-05,3.735015799733841e-05,4.068789808103959e-05,4.413134238426359e-05,4.7655677527413815e-05,5.123296981685476e-05,5.483266075189285e-05,5.842200389398078e-05,6.196668234550109e-05,6.543138924293751e-05,6.878046757931087e-05,7.197852294980113e-05,7.499109773293131e-05,7.778517597128759e-05,8.03298016564915e-05,8.259651125110289e-05,8.455979176910461e-05,8.619743792492513e-05,8.74909032986678e-05,8.842546040268154e-05,8.89904802168816e-05,8.917953109639459e-05,8.899045235405368e-05,8.842541291189068e-05,8.74908293824406e-05,8.619734083245669e-05,8.455966881689933e-05,8.259636462318582e-05,8.032965143191581e-05,7.77850176241784e-05,7.499090679263076e-05,7.19783104246468e-05,6.878020382612902e-05,6.543107309083963e-05,6.196630812098913e-05,5.842154606323478e-05,5.483210236450283e-05,5.1232291306269946e-05,4.765486238551441e-05,4.4130373909602634e-05,4.0686745140853266e-05,3.7348799343259425e-05,3.413797942251408e-05,3.107209193020782e-05,2.8165289492609147e-05,2.5428035783872154e-05,2.286722900992802e-05,2.0486471655641372e-05,1.8286311349513145e-05,1.6264607732843005e-05,1.4416892041960099e-05,1.2736775088280193e-05,1.1216362511601879e-05,9.846614766067795e-06,8.617681946041761e-06,7.519215467204439e-06,6.540678953508702e-06,5.671499791554125e-06,4.901353404546056e-06,4.220182859048498e-06,3.618409672992424e-06,3.0869252969371127e-06,2.617151599003828e-06,2.201064729233154e-06,1.8311638109253032e-06,1.5004771022587258e-06,1.2024814208967219e-06,9.310597054414686e-07,6.80456456467674e-07,4.452158506379692e-07,2.2009427016739397e-07
3.775378957334882e-07,7.63906034216135e-07,1.1680671978273667e-06,1.5992311217413618e-06,2.067083444139522e-06,2.581857143903128e-06,3.1544517619253334e-06,3.7966197236708584e-06,4.520982127508237e-06,5.341226787494314e-06,6.272106046283957e-06,7.329559680569676e-06,8.530687104076535e-06,9.893752672304017e-06,1.1438064304690256e-05,1.3183870419006429e-05,1.5152129029680642e-05,1.7364272749932915e-05,1.9841803843812886e-05,2.2605838357105635e-05,2.5676571133355046e-05,2.90726382105919e-05,3.281038497547175e-05,3.690307066843073e-05,4.13600882830187e-05,4.6186117699825256e-05,5.138040142378001e-05,5.6935908737880744e-05,6.283883069261146e-05,6.906803912261903e-05,7.559488382455806e-05,8.238310959369581e-05,8.938903772505242e-05,9.656201388400141e-05,0.00010384503078517915,0.00011117561183528065,0.00011848681527677177,0.00012570845420325127,0.00013276830260992558,0.00013959344345110703,0.00014611152864829824,0.0001522520723246259,0.00015794764210515016,0.00016313495019213835,0.00016775588946916624,0.00017175835227683508,0.00017509703786386757,0.00017773403093295623,0.00017963934564246516,0.00018079127793963485,0.00018117669196906572,0.000180791219930826,0.00017963924369203567,0.00017773388576840956,0.00017509683443079192,0.00017175811718188826,0.00016775561440405157,0.0001631346589721725,0.00015794731218301444,0.00015225170084158057,0.0001461110835999531,0.00013959290604955067,0.0001327676648879193,0.00012570768512195764,0.00011848589279482338,0.0001111744877003215,0.00010384366796948276,9.656037679670091e-05,8.938709208687498e-05,8.238080526940692e-05,7.559217427605652e-05,6.90648560968063e-05,6.283508706748639e-05,5.6931502927464405e-05,5.1375182753087486e-05,4.617994789496774e-05,4.135277016061316e-05,3.689441216822719e-05,3.2800158767234525e-05,2.9060550078794197e-05,2.5662269116001313e-05,2.2588908314068506e-05,1.9821772901648816e-05,1.7340614251743745e-05,1.5124191354298461e-05,1.3150885968232425e-05,1.1399125814513468e-05,9.847777421824576e-06,8.476423439412194e-06,7.265508663865334e-06,6.1965722079194e-06,5.25220503417001e-06,4.4161384212920615e-06,3.673219098149044e-06,3.0093251684991463e-06,2.4112780196085687e-06,1.8667585636661162e-06,1.3641716840187156e-06,8.924921329821899e-07,4.4119788488373177e-07
5.682153411529884e-07,1.1497887829397392e-06,1.7582964011887237e-06,2.407723467653974e-06,3.112730593940299e-06,3.888845039716002e-06,4.7526857516436145e-06,5.722069161203708e-06,6.816304606288842e-06,8.056250515861082e-06,9.464516530760265e-06,1.1065507622704776e-05,1.2885509322069633e-05,1.4952587088320214e-05,1.7296564748634252e-05,1.994874777603154e-05,2.2941661562231035e-05,2.630863658887657e-05,3.008322934239528e-05,3.429851657942165e-05,3.8986272989587135e-05,4.417596915306989e-05,4.989364254015072e-05,5.616065918091738e-05,6.299241832184567e-05,7.039712653462033e-05,7.83744439737248e-05,8.691440691576205e-05,9.599635230103423e-05,0.00010558823093838286,0.00011564613191446864,0.00012611420974406088,0.00013692494068149862,0.000147999770097672,0.00015925022248082122,0.00017057913958475076,0.0001818824142672919,0.00019305077425664345,0.00020397182392264588,0.00021453208055282876,0.0002246189675700755,0.0002341228922134914,0.00024293901407594794,0.0002509690432485047,0.00025812270965631435,0.0002643191644672555,0.0002694880963230707,0.0002735707722287152,0.00027652066099782076,0.0002783041373425929,0.0002789008689562665,0.0002783040678424879,0.0002765205290299444,0.00027357057629391265,0.0002694878444152743,0.00026431882802760166,0.000258122328774279,0.00025096860481773763,0.00024293853171152827,0.00023412231548403806,0.0002246182751151484,0.0002145312469555391,0.000203970840908527,0.00019304959552020315,0.0001818809976680641,0.0001705774302675696,0.00015924817141156164,0.00014799731773635838,0.00013692201804874396,0.0001261107732626407,0.00011564208582792002,0.0001055834733275143,9.599075729683084e-05,8.69078070200776e-05,7.836663938728203e-05,7.038786634352521e-05,6.298145987726385e-05,5.6147702117220534e-05,4.987833231947337e-05,4.415786432796905e-05,3.8964838141049594e-05,3.427313406529008e-05,3.0053200313312617e-05,2.6273165015033858e-05,2.2899770534911432e-05,1.9899275655729132e-05,1.7238145339590857e-05,1.4883608467473431e-05,1.2804057555768661e-05,1.0969398217154575e-05,9.351137035498782e-06,7.922603172798327e-06,6.658864439132594e-06,5.536733907013149e-06,4.534636580192558e-06,3.6325185595312096e-06,2.8116074609922786e-06,2.054285154065429e-06,1.3438497394683398e-06,6.642665331182252e-07
7.61086008099741e-07,1.5402193510014807e-06,2.3557117060784794e-06,3.226507251878755e-06,4.172427101072446e-06,5.214539072924864e-06,6.375375277268858e-06,7.679220729894332e-06,9.152351937737738e-06,1.0823325572481638e-05,1.272308566619131e-05,1.4885164176162158e-05,1.7345730296053087e-05,2.0143581365965155e-05,2.3320022569123613e-05,2.691858829878102e-05,3.098470664000111e-05,3.556505558502088e-05,4.0706871782760584e-05,4.64569584301197e-05,5.286052116129655e-05,5.995979205719297e-05,6.779243093847028e-05,7.638976768755874e-05,8.577497224743092e-05,9.596120856810098e-05,0.00010694979529997039,0.00011872847372479013,0.00013126993698803948,0.00014453077092173324,0.0001584507046699836,0.00017295249914031614,0.00018794227939075833,0.00020331045819565788,0.00021893323888624776,0.0002346745243960545,0.0002503883177204122,0.00026592131656136,0.0002811158238249366,0.0002958126003934677,0.00030985384537254114,0.0003230859395711113,0.0003353621019369252,0.00034654475533847645,0.00035650768777807803,0.00036513792639335306,0.00037233732900129375,0.00037802383777849177,0.0003821326237328383,0.0003846167785192635,0.0003854479635305808,0.0003846166985742649,0.0003821324761184657,0.0003780236153620299,0.0003723370161967853,0.0003651375310134495,0.0003565072078671259,0.0003465441873631035,0.00033536143823931176,0.0003230851563362024,0.00030985290090576015,0.00029581146304683166,0.00028111446507078316,0.00026591969912455023,0.00025038638388374175,0.0002346722210729056,0.00021893047415635428,0.00020330719344192406,0.0001879384198917846,0.00017294795172065954,0.0001584453502304834,0.0001445244567402229,0.00013126251171511922,0.0001187196881383825,0.00010693941240678598,9.594891200529389e-05,8.576039515567678e-05,7.637252892143528e-05,6.777206112446705e-05,5.9935692296359224e-05,5.283197008445242e-05,4.642314051853438e-05,4.066687544795756e-05,3.551778084620729e-05,3.0928864990004434e-05,2.6852629907606313e-05,2.3242103165075663e-05,2.0051557760536825e-05,1.7237069421024713e-05,1.4756909285213663e-05,1.2571778565973484e-05,1.0644925867896479e-05,8.942134972949131e-06,7.431651983410264e-06,6.084041896258349e-06,4.871915098939654e-06,3.7697888167048957e-06,2.7537412916012616e-06,1.8011154483477652e-06,8.902100439662179e-07
9.567608109996387e-07,1.936422510586657e-06,2.9622878076704875e-06,4.058421010939991e-06,5.250093896018123e-06,6.564175308403149e-06,8.02948230136659e-06,9.677130400832518e-06,1.1540941574016031e-05,1.3657673637902785e-05,1.6067363919583193e-05,1.8813505503825076e-05,2.194316627750401e-05,2.550703890726053e-05,2.9559271500424437e-05,3.415726697961639e-05,3.936110340012888e-05,4.523288046007851e-05,5.1835770003345435e-05,5.923274900884151e-05,6.748507960354838e-05,7.66504895634939e-05,8.678101261910382e-05,9.792063718056968e-05,0.00011010284652698288,0.00012334797468254339,0.00013766069004085703,0.00015302757483605996,0.00016941506897998597,0.00018676784538121404,0.0002050078414404433,0.00022403393289639403,0.00024372238539656246,0.0002639281015808276,0.00028448665394953095,0.00030521693447371203,0.00032592438313518016,0.0003464046568543994,0.00036644747126079785,0.0003858406307999361,0.0004043739384836031,0.0004218429588395092,0.00043805254194907814,0.00045281992722731145,0.00046597764331302374,0.0004773759179880386,0.00048688473466088295,0.0004943955195479055,0.0004998224821513208,0.0005031036233063376,0.0005042014877974902,0.0005031035524150802,0.000499822322809359,0.0004943952688323273,0.00048688438654452765,0.00047737545834961167,0.0004659770596693078,0.0004528192208201666,0.00043805170934103953,0.00042184197028039114,0.00040437274001823637,0.0003858391815462736,0.00036644574496666373,0.00034640260076758205,0.0003259219430933601,0.0003052140309495965,0.000284483216020113,0.0002639240424466888,0.00024371760226760868,0.0002240282914242722,0.00020500118953828588,0.0001867600013504654,0.00016940580412390794,0.0001530166370731649,0.00013764773997187806,0.00012333264828771423,0.00011008469014210526,9.789915938074269e-05,8.675558807239115e-05,7.662039046516268e-05,6.744943467113361e-05,5.919053360547644e-05,5.178582860568048e-05,4.5173840401533835e-05,3.9291322785143266e-05,3.4074814239217947e-05,2.946185354065641e-05,2.5391950481779876e-05,2.1807258773078035e-05,1.8653058395375353e-05,1.587803141488782e-05,1.3434367565120575e-05,1.1277706083591313e-05,9.367020570431652e-06,7.664375438260438e-06,6.134605403429795e-06,4.7450597351582425e-06,3.465125424375078e-06,2.265924326205398e-06,1.1197955117233121e-06
1.155701053512489e-06,2.3394071663610897e-06,3.5796057061453946e-06,4.905788623001072e-06,6.348971022442765e-06,7.942158067662816e-06,9.720876886623448e-06,1.172361715660787e-05,1.3992292017574077e-05,1.6572662954911162e-05,1.9514719552374793e-05,2.2872952599374898e-05,2.6706650263759263e-05,3.107986452490115e-05,3.6061403372415594e-05,4.172449204635888e-05,4.814628306327624e-05,5.5406930576629864e-05,6.358852198749796e-05,7.277347122245316e-05,8.304262116455028e-05,9.447287441741379e-05,0.00010713437880608078,0.00012108755609982404,0.00013637965216057373,0.0001530413412690398,0.0001710831272132636,0.00019049216026677493,0.00021122926098344092,0.00023322674308215658,0.0002563868923037514,0.0002805814650303505,0.0003056522583704192,0.00033141267949396067,0.00035765049905658614,0.00038413139504786217,0.0004106033294373005,0.000436801357564437,0.0004624529693602238,0.00048728321695000975,0.0005110200128857679,0.0005333990152215703,0.0005541681429191004,0.0005730916921387113,0.0005899538949950004,0.0006045620307250953,0.0006167489602265049,0.000626375269722791,0.0006333308474066753,0.0006375362149583482,0.0006389433220509518,0.0006375361205735273,0.0006333306613585489,0.0006263749683465943,0.0006167485445835969,0.0006045614739561578,0.000589953190722143,0.0005730908278475567,0.0005541671185526252,0.0005333977984538112,0.0005110185614529573,0.00048728147734400064,0.0004624508837330477,0.00043679889502544207,0.00041060038886668024,0.00038412792988153495,0.0003576464021309509,0.00033140784060138134,0.0003056465588312482,0.00028057474683557387,0.0002563789520360108,0.00023321736900678192,0.0002112181778687005,0.00019047905763659793,0.00017106764456686357,0.00015302300902083528,0.00013635795703616758,0.00012106185000992136,0.0001071039470770871,9.443682402887122e-05,8.299993410176154e-05,7.272291285657984e-05,6.352868439887902e-05,5.5336156408415476e-05,4.8062602367235805e-05,4.162556936530796e-05,3.594447649890922e-05,3.094171355157168e-05,2.6543463663411464e-05,2.26802610635306e-05,1.928725570342983e-05,1.630428921265873e-05,1.367581021995968e-05,1.1350600113321258e-05,9.281491568163012e-06,7.424925130916539e-06,5.740524044114637e-06,4.1906045115875e-06,2.739628558999791e-06,1.3536919797817797e-06
1.3582690113219186e-06,2.7498866869573216e-06,4.208834911500701e-06,5.770344153759108e-06,7.471488613779362e-06,9.351861481047584e-06,1.1454179927336913e-05,1.382488504812976e-05,1.6514720507042942e-05,1.9579323919478666e-05,2.307968839732363e-05,2.7082646947308478e-05,3.166116856603369e-05,3.6894567338843144e-05,4.28684382812868e-05,4.967443110448382e-05,5.74096431211984e-05,6.617570421216197e-05,7.607736659331603e-05,8.722072572249857e-05,9.971073871606868e-05,0.00011364829721337004,0.00012912676289298085,0.00014622790400432837,0.00016501758470394617,0.00018554106916876905,0.00020781832718278227,0.0002318395632983947,0.0002575612602475475,0.0002849029040829425,0.0003137449951200027,0.0003439281266543839,0.0003752536410802865,0.00040748569020997594,0.00044035483408257976,0.0004735627972520471,0.000506788228049888,0.0005396932477744592,0.000571930263810458,0.0006031489398302793,0.0006330029002702671,0.0006611561213626689,0.0006872886422138486,0.0007111017589179701,0.0007323224463074879,0.0007507071827444204,0.0007660450499900094,0.0007781602990497968,0.000786914271153405,0.0007922069252112593,0.0007939778367428425,0.0007922068080091381,0.0007869140332551852,0.0007781599336068695,0.0007660445479052245,0.0007507065135208173,0.0007323216032373526,0.0007111007363295597,0.0006872874199615526,0.0006611546716526641,0.0006330011910095839,0.0006031468981099815,0.0005719278347903808,0.0005396903677245677,0.0005067848266040258,0.0004735587748972272,0.0004403500887326118,0.0004074800982832187,0.0003752470366906798,0.0003439203361202362,0.00031373578271484394,0.0002848920070731227,0.00025754836311815357,0.00023182433342072622,0.0002078003119906225,0.0001855197450345214,0.0001649923441701797,0.0001461980004202695,0.00012909134271624263,0.00011360634549500818,9.966103687801657e-05,8.716186996647574e-05,7.600768762914195e-05,6.60932366289553e-05,5.7312089897955206e-05,4.955906911007509e-05,4.273205645362588e-05,3.673337654662627e-05,3.147070546015098e-05,2.6857660886427927e-05,2.2814023159938457e-05,1.9265736444708956e-05,1.6144752668183283e-05,1.3388600421487792e-05,1.0939981992212758e-05,8.7462016953686e-06,6.758584772393094e-06,4.931785708395581e-06,3.223239508186182e-06,1.5923741133479031e-06
1.5646293829558617e-06,3.1682485703814785e-06,4.85063475710155e-06,6.653076026425495e-06,8.619135714250361e-06,1.0795434562970041e-05,1.3232447070150892e-05,1.5985215145180422e-05,1.911418239452798e-05,2.268582133518045e-05,2.6773417589468785e-05,3.145759830346881e-05,3.6826915027749876e-05,4.297804729306176e-05,5.001602988613529e-05,5.805398962881178e-05,6.721259800952225e-05,7.76190789172731e-05,8.940563795641921e-05,0.00010270727144599177,0.0001176589069599593,0.0001343917070477664,0.00015302872894199003,0.00017367979618841526,0.00019643578876628413,0.00022136252386221398,0.0002484944252041636,0.0002778285146053597,0.00030931885598623756,0.00034287215339453604,0.00037834458137711444,0.00041554061364865386,0.00045421358787862157,0.0004940684366360948,0.0005347663311250787,0.0005759310808999128,0.0006171567988582518,0.000658016495143148,0.0006980711195777962,0.0007368785575838653,0.0007740024003215975,0.0008090199157573059,0.0008415293993270592,0.0008711564981940629,0.000897559685496909,0.0009204348445125505,0.0009395189935789799,0.0009545932392256823,0.0009654851256709065,0.0009720702770430171,0.0009742736490083392,0.0009720701348735907,0.0009654848278144613,0.0009545928042759725,0.0009395183913547871,0.0009204340672200512,0.0008975587070221311,0.0008711552872284057,0.0008415279628252201,0.0008090182224315711,0.0007740003986321116,0.0007368762051954703,0.0006980683273444711,0.0006580132020858909,0.0006171529150355669,0.0005759264994960665,0.0005347609353985049,0.0004940620689355933,0.0004542060869918257,0.000415531752575523,0.0003783340920099977,0.000342859741485195,0.0003093041846171222,0.0002778111476604933,0.0002484738922391974,0.00022133823165378991,0.00019640703884167332,0.0001736457351567334,0.00015298836235207972,0.00013434387887715756,0.00011760224528666232,0.00010264016177639432,8.932615856906679e-05,7.752499017931106e-05,6.710126021849651e-05,5.7922271840699086e-05,4.986025986030818e-05,4.2793873105480115e-05,3.660920677513659e-05,3.120033528879568e-05,2.6469487275920816e-05,2.2326911623463962e-05,1.8690504868062798e-05,1.548532647682019e-05,1.2642922667899512e-05,1.0100613663001746e-05,7.800687350939224e-06,5.689659751126157e-06,3.7173412342116577e-06,1.836113906262448e-06
1.7747717196217657e-06,3.594501517477418e-06,5.505052831418693e-06,7.554171885347266e-06,9.792297134661008e-06,1.2273618639943192e-05,1.5056917045754007e-05,1.8206665002825106e-05,2.179384159101026e-05,2.5896957282020205e-05,3.060294222879435e-05,3.600797881143637e-05,4.221822430097187e-05,4.93503439971651e-05,5.753183808087909e-05,6.690095502849037e-05,7.76062892338689e-05,8.980566239822665e-05,0.00010366451870540482,0.00011935339756943697,0.0001370444761190924,0.00015690719544399106,0.00017910277188980532,0.00020377780289149882,0.0002310567966633457,0.0002610341918475837,0.00029376591778880977,0.0003292611976480488,0.00036747495919918754,0.0004083015274426911,0.0004515702141892808,0.0004970433165900288,0.0005444167448769993,0.0005933234285231825,0.0006433395763901246,0.0006939930687170468,0.0007447737853611732,0.0007951449308528707,0.0008445549405614575,0.0008924491770973648,0.0009382811230770199,0.000981522575201318,0.0010216726555079317,0.0010582657009098617,0.0010908777654484773,0.001119132101206519,0.0011427034595207258,0.0011613215400557693,0.0011747736295305749,0.0011829064902197594,0.0011856276816817777,0.0011829063137193054,0.0011747732883661116,0.0011613210199791814,0.001142702760020171,0.0011191312015668383,0.0010908766383696416,0.0010582643168104264,0.001021671005229693,0.000981520619076286,0.0009382788488926754,0.0008924464929821089,0.0008445517813008645,0.0007951412139796032,0.0007447694135705547,0.0006939879187593883,0.0006433335130518904,0.000593316310796261,0.0005444083405510317,0.0004970333916831434,0.0004515584586244479,0.00040828761831085696,0.0003674585124850014,0.00032924174299324535,0.0002937429015765759,0.00026100696617325483,0.00023102457248490034,0.00020373961753197283,0.00017905751932129613,0.00015685355215005635,0.000136980928003273,0.00011927811157180889,0.00010357533202959895,8.970005348977336e-05,7.748125182159592e-05,6.675300095478484e-05,5.735677792932941e-05,4.914328212047069e-05,4.197335252739951e-05,3.571847058140457e-05,3.0260763368160762e-05,2.5492657046802805e-05,2.1316326607389412e-05,1.7642902077622725e-05,1.4391648506815206e-05,1.148893237627562e-05,8.867318403181298e-06,6.464438741379811e-06,4.222056953057079e-06,2.0849618535086365e-06
1.9885011107654934e-06,4.02822835272989e-06,6.17151604441435e-06,8.472885880113562e-06,1.0990143506438718e-05,1.3785518950927792e-05,1.6926851476012796e-05,2.0488730326963403e-05,2.4553737689018022e-05,2.9213644447048527e-05,3.457057120514233e-05,4.073814871288678e-05,4.784253312019747e-05,5.602325655876988e-05,6.54337839716372e-05,7.624179312555256e-05,8.862882614690274e-05,0.00010278937229722953,0.00011892913742939752,0.00013726224149103661,0.00015800727311020998,0.00018138200779133166,0.0002075967547425569,0.00023684620761878436,0.0002692999960085051,0.0003050921285827926,0.00034430983791106833,0.0003869823680611935,0.00043307054277769494,0.0004824578745269287,0.0005349441701816332,0.0005902424057598958,0.000647979217951113,0.0007076994074630093,0.0007688740826152674,0.0008309120884766935,0.0008931736989508094,0.0009549857908989158,0.0010156574182628784,0.001074495125783043,0.0011308171362304038,0.0011839662214540203,0.0012333209021753843,0.0012783048203754588,0.0013183946446961277,0.0013531262985527752,0.0013820999311042904,0.0014049838722519172,0.001421517382639929,0.001431512874822539,0.001434857232901632,0.0014315126737651646,0.0014215169912844133,0.0014049832793762845,0.0013820991421847556,0.0013531252665380223,0.0013183933734349997,0.0012783032624348054,0.001233319026269381,0.0011839640137818097,0.0011308145455795708,0.0010744921084380867,0.001015653893857772,0.0009549816386552267,0.0008931688281254785,0.0008309063627803944,0.0007688673640936717,0.0007076915093862572,0.0006479699092588603,0.0005902314078509298,0.0005349311686064501,0.00048244249012016453,0.00043305234710782546,0.000386960847328335,0.00034428438344845407,0.00030506201940859494,0.0002692643460202781,0.0002368039685381298,0.00020754667580656527,0.00018132264751373107,0.00015793691988512246,0.0001371788896446556,0.0001188303781417969,0.00010267237042319461,8.849025148199726e-05,7.60777316118695e-05,6.523958936549299e-05,5.5793439564216676e-05,4.7570634451877e-05,4.041651260182328e-05,3.419021311217738e-05,2.8763987424075816e-05,2.4022323856571173e-05,1.9860932890312806e-05,1.6185491528582466e-05,1.2910462827231239e-05,9.957774005288481e-06,7.255578164510524e-06,4.736965257248381e-06,2.3387048690988923e-06
